txn_id,account_id,amount,merchant,category,timestamp,channel,location,is_flagged,risk_score,flag_reason
TXN-000232,ACCT-00186,457.05,Amazon,Online Retail,2026-03-04T14:00:00,web,Denver,False,0.026,
TXN-000233,ACCT-00102,468.62,Best Buy,Electronics,2026-03-04T08:18:00,branch,New York,False,0.275,
TXN-000234,ACCT-00086,264.54,Uber,Transportation,2026-03-04T23:58:00,web,Boston,False,0.366,
TXN-000235,ACCT-00085,325.9,CVS Pharmacy,Pharmacy,2026-03-04T19:30:00,web,New York,False,0.26,
TXN-000236,ACCT-00194,428.79,Netflix,Digital Services,2026-03-05T01:35:00,atm,Denver,False,0.186,
TXN-000237,ACCT-00025,241.34,Best Buy,Electronics,2026-03-04T16:54:00,web,New York,False,0.207,
TXN-000238,ACCT-00069,293.32,Starbucks,Food & Drink,2026-03-05T06:18:00,mobile,Miami,False,0.114,
TXN-000239,ACCT-00171,9666.41,Crypto Exchange XYZ,Cryptocurrency,2026-03-05T05:48:00,branch,Los Angeles,True,0.966,amount_threshold
TXN-000240,ACCT-00095,478.89,Shell Gas,Gas Station,2026-03-04T23:31:00,atm,Chicago,False,0.277,
TXN-000241,ACCT-00107,379.89,CVS Pharmacy,Pharmacy,2026-03-05T07:13:00,web,Houston,False,0.394,
TXN-000242,ACCT-00021,353.36,Uber,Transportation,2026-03-04T11:49:00,mobile,Dallas,False,0.251,
TXN-000243,ACCT-00130,79.18,Uber,Transportation,2026-03-04T23:04:00,branch,Boston,False,0.1,
TXN-000244,ACCT-00150,225.51,Uber,Transportation,2026-03-04T12:30:00,mobile,Atlanta,False,0.211,
TXN-000245,ACCT-00015,363.02,Starbucks,Food & Drink,2026-03-04T08:06:00,atm,Miami,False,0.264,
TXN-000246,ACCT-00012,272.88,Walmart,Retail,2026-03-05T00:06:00,mobile,Los Angeles,True,0.19,cross_channel
TXN-000247,ACCT-00035,190.36,Home Depot,Home Improvement,2026-03-04T20:53:00,atm,Atlanta,False,0.31,
TXN-000248,ACCT-00170,328.5,Best Buy,Electronics,2026-03-04T14:05:00,branch,Los Angeles,False,0.183,
TXN-000249,ACCT-00033,418.24,Shell Gas,Gas Station,2026-03-04T23:48:00,mobile,Miami,False,0.25,
TXN-000250,ACCT-00137,127.52,Shell Gas,Gas Station,2026-03-04T17:24:00,branch,Chicago,False,0.395,
TXN-000251,ACCT-00196,31516.31,Luxury Watches Inc,Luxury Goods,2026-03-04T15:02:00,mobile,Houston,True,0.72,mfa_change
TXN-000252,ACCT-00009,126.14,Amazon,Online Retail,2026-03-04T22:58:00,mobile,Denver,False,0.106,
TXN-000253,ACCT-00199,13239.75,Crypto Exchange XYZ,Cryptocurrency,2026-03-05T04:24:00,branch,Dallas,True,0.924,cross_channel
TXN-000254,ACCT-00083,492.92,Best Buy,Electronics,2026-03-04T18:15:00,web,Denver,False,0.255,
TXN-000255,ACCT-00152,314.87,Best Buy,Electronics,2026-03-05T00:55:00,atm,Boston,True,0.162,new_merchant
TXN-000256,ACCT-00172,162.77,Uber,Transportation,2026-03-04T13:05:00,atm,Denver,False,0.091,
TXN-000257,ACCT-00138,153.86,Shell Gas,Gas Station,2026-03-04T09:58:00,web,Atlanta,False,0.436,
TXN-000258,ACCT-00143,125.21,Home Depot,Home Improvement,2026-03-05T06:04:00,web,Seattle,False,0.208,
TXN-000259,ACCT-00095,4473.76,ATM Withdrawal - Foreign,ATM,2026-03-05T04:34:00,atm,Dallas,True,0.711,velocity_spike
TXN-000260,ACCT-00049,363.53,Netflix,Digital Services,2026-03-04T15:07:00,web,Atlanta,False,0.157,
TXN-000261,ACCT-00004,481.23,Shell Gas,Gas Station,2026-03-04T16:16:00,mobile,Atlanta,False,0.32,
TXN-000262,ACCT-00102,164.2,Uber,Transportation,2026-03-04T23:54:00,branch,Denver,False,0.168,
TXN-000263,ACCT-00067,235.67,CVS Pharmacy,Pharmacy,2026-03-04T14:56:00,atm,Seattle,False,0.192,
TXN-000264,ACCT-00145,13.03,Best Buy,Electronics,2026-03-04T13:12:00,atm,Miami,False,0.111,
TXN-000265,ACCT-00146,277.57,CVS Pharmacy,Pharmacy,2026-03-05T00:40:00,branch,Miami,False,0.292,
TXN-000266,ACCT-00126,88.79,Target,Retail,2026-03-05T02:30:00,atm,Chicago,False,0.431,
TXN-000267,ACCT-00135,47369.03,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T22:04:00,mobile,New York,True,0.74,new_merchant
TXN-000268,ACCT-00060,2438.79,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T10:03:00,atm,Seattle,True,0.879,new_merchant
TXN-000269,ACCT-00158,12.79,CVS Pharmacy,Pharmacy,2026-03-04T08:34:00,atm,New York,False,0.131,
TXN-000270,ACCT-00074,40696.05,Luxury Watches Inc,Luxury Goods,2026-03-04T11:17:00,web,Los Angeles,True,0.852,geo_anomaly
TXN-000271,ACCT-00050,408.53,Starbucks,Food & Drink,2026-03-04T10:41:00,branch,Denver,False,0.189,
TXN-000272,ACCT-00145,153.49,Shell Gas,Gas Station,2026-03-04T11:11:00,mobile,New York,False,0.176,
TXN-000273,ACCT-00122,35736.57,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T22:48:00,mobile,Atlanta,True,0.887,amount_threshold
TXN-000274,ACCT-00145,447.92,Walmart,Retail,2026-03-04T15:12:00,mobile,Houston,False,0.315,
TXN-000275,ACCT-00146,462.46,Amazon,Online Retail,2026-03-05T03:14:00,branch,Boston,False,0.089,
TXN-000276,ACCT-00081,30177.73,ATM Withdrawal - Foreign,ATM,2026-03-04T18:12:00,atm,Los Angeles,True,0.747,geo_anomaly
TXN-000277,ACCT-00146,340.13,Home Depot,Home Improvement,2026-03-04T12:46:00,branch,Denver,False,0.313,
TXN-000278,ACCT-00021,31.58,Target,Retail,2026-03-04T10:35:00,atm,Houston,False,0.348,
TXN-000279,ACCT-00153,19.66,Target,Retail,2026-03-05T00:44:00,branch,Atlanta,False,0.253,
TXN-000280,ACCT-00097,332.03,Netflix,Digital Services,2026-03-04T18:04:00,mobile,Dallas,False,0.324,
TXN-000281,ACCT-00022,357.28,Home Depot,Home Improvement,2026-03-04T18:48:00,web,Denver,False,0.05,
TXN-000282,ACCT-00079,55.6,Starbucks,Food & Drink,2026-03-04T22:42:00,mobile,Chicago,False,0.254,
TXN-000283,ACCT-00105,18987.89,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T04:24:00,mobile,Dallas,True,0.927,cross_channel
TXN-000284,ACCT-00099,20614.38,Luxury Watches Inc,Luxury Goods,2026-03-04T16:17:00,mobile,Boston,True,0.866,geo_anomaly
TXN-000285,ACCT-00176,138.11,Best Buy,Electronics,2026-03-04T12:58:00,branch,Atlanta,False,0.201,
TXN-000286,ACCT-00108,183.76,Walmart,Retail,2026-03-05T04:16:00,web,Atlanta,False,0.211,
TXN-000287,ACCT-00035,169.45,Home Depot,Home Improvement,2026-03-04T23:01:00,atm,Seattle,False,0.369,
TXN-000288,ACCT-00167,153.72,Best Buy,Electronics,2026-03-04T18:43:00,web,Atlanta,False,0.185,
TXN-000289,ACCT-00082,484.04,CVS Pharmacy,Pharmacy,2026-03-04T20:50:00,web,Seattle,False,0.356,
TXN-000290,ACCT-00094,30426.9,ATM Withdrawal - Foreign,ATM,2026-03-04T08:55:00,web,Boston,True,0.976,device_mismatch
TXN-000291,ACCT-00182,416.48,Starbucks,Food & Drink,2026-03-05T06:58:00,mobile,Denver,False,0.289,
TXN-000292,ACCT-00062,359.04,Best Buy,Electronics,2026-03-04T23:19:00,atm,Los Angeles,False,0.221,
TXN-000293,ACCT-00103,274.1,Home Depot,Home Improvement,2026-03-05T04:16:00,branch,Boston,False,0.047,
TXN-000294,ACCT-00197,87.34,Target,Retail,2026-03-05T06:01:00,mobile,Dallas,False,0.186,
TXN-000295,ACCT-00193,57.44,Home Depot,Home Improvement,2026-03-04T15:34:00,mobile,Miami,False,0.238,
TXN-000296,ACCT-00149,225.66,Shell Gas,Gas Station,2026-03-05T07:11:00,atm,Atlanta,False,0.23,
TXN-000297,ACCT-00089,56.75,CVS Pharmacy,Pharmacy,2026-03-04T11:57:00,atm,Los Angeles,False,0.331,
TXN-000298,ACCT-00090,393.21,CVS Pharmacy,Pharmacy,2026-03-05T00:15:00,atm,Seattle,False,0.328,
TXN-000299,ACCT-00116,27.12,Starbucks,Food & Drink,2026-03-04T19:42:00,mobile,New York,False,0.308,
TXN-000300,ACCT-00043,260.42,Shell Gas,Gas Station,2026-03-05T03:06:00,web,Seattle,False,0.213,
TXN-000301,ACCT-00104,322.04,Best Buy,Electronics,2026-03-04T08:59:00,atm,Denver,False,0.399,
TXN-000302,ACCT-00116,7.2,Home Depot,Home Improvement,2026-03-04T17:30:00,web,Houston,False,0.366,
TXN-000303,ACCT-00017,97.55,Uber,Transportation,2026-03-04T23:37:00,branch,Houston,False,0.305,
TXN-000304,ACCT-00126,300.5,Target,Retail,2026-03-04T11:53:00,atm,Dallas,False,0.382,
TXN-000305,ACCT-00159,459.75,Starbucks,Food & Drink,2026-03-04T18:41:00,mobile,Chicago,False,0.144,
TXN-000306,ACCT-00047,257.86,Best Buy,Electronics,2026-03-04T12:42:00,atm,Dallas,False,0.196,
TXN-000307,ACCT-00125,279.68,Best Buy,Electronics,2026-03-04T12:47:00,atm,Miami,False,0.38,
TXN-000308,ACCT-00159,47688.41,Online Casino Royal,Gambling,2026-03-04T14:39:00,atm,Chicago,True,0.936,mfa_change
TXN-000309,ACCT-00130,343.92,Home Depot,Home Improvement,2026-03-05T00:40:00,atm,Atlanta,False,0.259,
TXN-000310,ACCT-00195,141.05,Amazon,Online Retail,2026-03-04T23:36:00,branch,Chicago,False,0.35,
TXN-000311,ACCT-00127,288.49,Walmart,Retail,2026-03-04T20:31:00,branch,Boston,False,0.343,
TXN-000312,ACCT-00195,113.18,Uber,Transportation,2026-03-05T06:18:00,atm,Los Angeles,False,0.141,
TXN-000313,ACCT-00009,431.79,Target,Retail,2026-03-04T12:00:00,mobile,Atlanta,False,0.114,
TXN-000314,ACCT-00189,431.22,Target,Retail,2026-03-05T05:01:00,atm,Chicago,False,0.101,
TXN-000315,ACCT-00053,178.65,Netflix,Digital Services,2026-03-05T02:23:00,branch,Dallas,False,0.441,
TXN-000316,ACCT-00075,476.44,Starbucks,Food & Drink,2026-03-04T22:02:00,mobile,Chicago,False,0.447,
TXN-000317,ACCT-00168,128.59,Best Buy,Electronics,2026-03-05T07:04:00,branch,Houston,False,0.073,
TXN-000318,ACCT-00162,190.71,Home Depot,Home Improvement,2026-03-04T21:45:00,mobile,Los Angeles,False,0.132,
TXN-000319,ACCT-00095,167.01,CVS Pharmacy,Pharmacy,2026-03-04T23:38:00,mobile,Los Angeles,False,0.317,
TXN-000320,ACCT-00017,112.83,Home Depot,Home Improvement,2026-03-05T00:53:00,atm,Houston,False,0.374,
TXN-000321,ACCT-00087,285.24,Best Buy,Electronics,2026-03-05T07:17:00,atm,Seattle,False,0.03,
TXN-000322,ACCT-00161,13.06,CVS Pharmacy,Pharmacy,2026-03-04T23:34:00,web,Atlanta,True,0.432,geo_anomaly
TXN-000323,ACCT-00177,83.69,Starbucks,Food & Drink,2026-03-05T06:20:00,branch,Los Angeles,False,0.046,
TXN-000324,ACCT-00171,30.63,Best Buy,Electronics,2026-03-04T22:39:00,branch,Houston,False,0.32,
TXN-000325,ACCT-00001,70.69,Walmart,Retail,2026-03-05T07:12:00,web,Boston,False,0.014,
TXN-000326,ACCT-00088,348.55,Home Depot,Home Improvement,2026-03-04T15:48:00,atm,Los Angeles,False,0.332,
TXN-000327,ACCT-00027,44287.47,Online Casino Royal,Gambling,2026-03-04T12:32:00,web,Denver,True,0.886,new_merchant
TXN-000328,ACCT-00037,31295.32,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T19:59:00,web,Atlanta,True,0.91,new_merchant
TXN-000329,ACCT-00192,309.96,Home Depot,Home Improvement,2026-03-04T10:57:00,atm,Houston,False,0.072,
TXN-000330,ACCT-00032,179.01,Home Depot,Home Improvement,2026-03-04T12:46:00,atm,Seattle,False,0.294,
TXN-000331,ACCT-00064,361.98,Netflix,Digital Services,2026-03-05T06:28:00,branch,New York,False,0.1,
TXN-000332,ACCT-00156,151.29,Home Depot,Home Improvement,2026-03-05T00:53:00,mobile,Houston,False,0.116,
TXN-000333,ACCT-00164,444.92,Uber,Transportation,2026-03-04T18:48:00,mobile,Seattle,False,0.389,
TXN-000334,ACCT-00146,343.06,Uber,Transportation,2026-03-04T08:34:00,atm,Los Angeles,False,0.016,
TXN-000335,ACCT-00056,47536.64,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-04T17:46:00,atm,Boston,True,0.882,mfa_change
TXN-000336,ACCT-00197,45.8,Home Depot,Home Improvement,2026-03-04T10:51:00,web,Miami,False,0.235,
TXN-000337,ACCT-00053,270.51,Best Buy,Electronics,2026-03-05T05:39:00,atm,Dallas,False,0.296,
TXN-000338,ACCT-00165,37038.0,Luxury Watches Inc,Luxury Goods,2026-03-04T16:20:00,web,New York,True,0.725,device_mismatch
TXN-000339,ACCT-00030,32.24,Netflix,Digital Services,2026-03-04T08:25:00,web,Los Angeles,False,0.319,
TXN-000340,ACCT-00042,263.89,Target,Retail,2026-03-04T20:41:00,branch,Chicago,False,0.354,
TXN-000341,ACCT-00069,386.86,Walmart,Retail,2026-03-04T22:39:00,mobile,Seattle,False,0.038,
TXN-000342,ACCT-00183,250.59,Walmart,Retail,2026-03-05T01:03:00,branch,New York,False,0.083,
TXN-000343,ACCT-00041,447.66,Walmart,Retail,2026-03-05T01:22:00,mobile,Houston,True,0.388,velocity_spike
TXN-000344,ACCT-00063,20383.01,Online Casino Royal,Gambling,2026-03-04T09:12:00,web,Chicago,True,0.86,new_merchant
TXN-000345,ACCT-00190,164.29,Shell Gas,Gas Station,2026-03-04T17:15:00,atm,Seattle,False,0.261,
TXN-000346,ACCT-00031,93.78,Amazon,Online Retail,2026-03-04T10:21:00,mobile,Denver,False,0.391,
TXN-000347,ACCT-00199,47.76,Target,Retail,2026-03-04T20:35:00,atm,New York,False,0.258,
TXN-000348,ACCT-00078,234.64,Shell Gas,Gas Station,2026-03-05T02:39:00,atm,Houston,False,0.118,
TXN-000349,ACCT-00002,120.33,Amazon,Online Retail,2026-03-04T19:26:00,branch,New York,True,0.299,cross_channel
TXN-000350,ACCT-00189,106.57,Walmart,Retail,2026-03-05T00:47:00,web,Denver,False,0.438,
TXN-000351,ACCT-00037,26.73,Walmart,Retail,2026-03-04T22:05:00,web,Boston,False,0.174,
TXN-000352,ACCT-00192,26260.53,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T04:12:00,atm,Los Angeles,True,0.865,device_mismatch
TXN-000353,ACCT-00170,149.38,Shell Gas,Gas Station,2026-03-05T07:55:00,branch,Denver,False,0.154,
TXN-000354,ACCT-00116,472.06,Walmart,Retail,2026-03-04T11:43:00,web,Dallas,False,0.082,
TXN-000355,ACCT-00120,270.28,Walmart,Retail,2026-03-04T18:31:00,web,Atlanta,False,0.385,
TXN-000356,ACCT-00024,414.06,Starbucks,Food & Drink,2026-03-04T19:11:00,mobile,Houston,False,0.323,
TXN-000357,ACCT-00092,340.21,Amazon,Online Retail,2026-03-04T09:03:00,branch,Chicago,False,0.386,
TXN-000358,ACCT-00143,51.89,Shell Gas,Gas Station,2026-03-04T12:08:00,mobile,Chicago,True,0.375,geo_anomaly
TXN-000359,ACCT-00034,189.26,Home Depot,Home Improvement,2026-03-05T04:00:00,mobile,Dallas,False,0.368,
TXN-000360,ACCT-00006,451.74,Shell Gas,Gas Station,2026-03-04T11:08:00,atm,Chicago,False,0.375,
TXN-000361,ACCT-00085,30.07,CVS Pharmacy,Pharmacy,2026-03-05T00:56:00,atm,Denver,True,0.311,geo_anomaly
TXN-000362,ACCT-00091,141.12,Best Buy,Electronics,2026-03-04T09:10:00,atm,Chicago,False,0.281,
TXN-000363,ACCT-00166,441.98,Home Depot,Home Improvement,2026-03-04T10:59:00,atm,New York,False,0.07,
TXN-000364,ACCT-00052,128.33,Uber,Transportation,2026-03-04T20:15:00,mobile,Denver,False,0.354,
TXN-000365,ACCT-00089,164.19,Uber,Transportation,2026-03-04T08:53:00,branch,Chicago,False,0.106,
TXN-000366,ACCT-00200,267.07,CVS Pharmacy,Pharmacy,2026-03-04T11:25:00,web,Chicago,False,0.116,
TXN-000367,ACCT-00137,383.2,Amazon,Online Retail,2026-03-04T21:15:00,web,Dallas,False,0.379,
TXN-000368,ACCT-00045,162.41,Netflix,Digital Services,2026-03-04T08:57:00,branch,Dallas,False,0.165,
TXN-000369,ACCT-00146,474.44,Netflix,Digital Services,2026-03-04T18:32:00,atm,Boston,False,0.027,
TXN-000370,ACCT-00015,14.86,Shell Gas,Gas Station,2026-03-04T19:19:00,atm,New York,False,0.099,
TXN-000371,ACCT-00034,459.8,Best Buy,Electronics,2026-03-04T08:44:00,branch,New York,False,0.32,
TXN-000372,ACCT-00037,431.03,Uber,Transportation,2026-03-05T06:36:00,mobile,Seattle,False,0.054,
TXN-000373,ACCT-00078,367.51,Best Buy,Electronics,2026-03-05T06:09:00,atm,Atlanta,False,0.321,
TXN-000374,ACCT-00144,394.56,Netflix,Digital Services,2026-03-04T13:59:00,web,Dallas,False,0.333,
TXN-000375,ACCT-00076,474.65,Amazon,Online Retail,2026-03-04T09:06:00,atm,Dallas,False,0.15,
TXN-000376,ACCT-00157,56.53,Netflix,Digital Services,2026-03-04T19:18:00,atm,Chicago,False,0.115,
TXN-000377,ACCT-00082,411.72,Walmart,Retail,2026-03-04T08:23:00,branch,Atlanta,False,0.12,
TXN-000378,ACCT-00018,361.6,Walmart,Retail,2026-03-04T22:57:00,mobile,Denver,False,0.436,
TXN-000379,ACCT-00106,178.86,Home Depot,Home Improvement,2026-03-05T00:21:00,atm,Los Angeles,False,0.264,
TXN-000380,ACCT-00195,228.39,Best Buy,Electronics,2026-03-04T08:41:00,mobile,Miami,False,0.429,
TXN-000381,ACCT-00019,84.65,Home Depot,Home Improvement,2026-03-04T11:10:00,mobile,Boston,False,0.444,
TXN-000382,ACCT-00124,471.51,Home Depot,Home Improvement,2026-03-04T22:49:00,web,Dallas,False,0.055,
TXN-000383,ACCT-00053,350.11,Home Depot,Home Improvement,2026-03-04T18:09:00,branch,Miami,False,0.032,
TXN-000384,ACCT-00147,81.03,CVS Pharmacy,Pharmacy,2026-03-04T22:35:00,branch,New York,False,0.373,
TXN-000385,ACCT-00161,53.01,Shell Gas,Gas Station,2026-03-05T05:47:00,web,Chicago,False,0.046,
TXN-000386,ACCT-00030,238.12,Home Depot,Home Improvement,2026-03-05T05:54:00,branch,Los Angeles,False,0.091,
TXN-000387,ACCT-00098,27.09,CVS Pharmacy,Pharmacy,2026-03-04T16:59:00,atm,Atlanta,False,0.128,
TXN-000388,ACCT-00016,47.43,Walmart,Retail,2026-03-04T22:07:00,branch,Boston,False,0.269,
TXN-000389,ACCT-00142,41283.45,Luxury Watches Inc,Luxury Goods,2026-03-05T07:27:00,atm,Boston,True,0.951,device_mismatch
TXN-000390,ACCT-00147,152.93,CVS Pharmacy,Pharmacy,2026-03-05T01:08:00,atm,New York,False,0.237,
TXN-000391,ACCT-00147,77.99,Netflix,Digital Services,2026-03-04T13:42:00,atm,Chicago,False,0.366,
TXN-000392,ACCT-00033,49437.44,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T05:24:00,atm,Houston,True,0.743,mfa_change
TXN-000393,ACCT-00067,48.08,Walmart,Retail,2026-03-04T19:07:00,atm,Boston,False,0.239,
TXN-000394,ACCT-00004,295.85,Netflix,Digital Services,2026-03-04T22:08:00,atm,Los Angeles,False,0.259,
TXN-000395,ACCT-00150,462.84,Walmart,Retail,2026-03-05T02:16:00,mobile,Miami,False,0.396,
TXN-000396,ACCT-00068,288.15,CVS Pharmacy,Pharmacy,2026-03-04T13:52:00,atm,New York,False,0.073,
TXN-000397,ACCT-00156,24.2,Home Depot,Home Improvement,2026-03-04T09:40:00,branch,Houston,False,0.415,
TXN-000398,ACCT-00096,16925.57,Crypto Exchange XYZ,Cryptocurrency,2026-03-04T15:46:00,atm,Los Angeles,True,0.739,new_merchant
TXN-000399,ACCT-00114,138.36,Target,Retail,2026-03-05T06:02:00,atm,Dallas,False,0.204,
TXN-000400,ACCT-00105,434.26,Uber,Transportation,2026-03-04T13:25:00,mobile,Boston,False,0.322,
TXN-000401,ACCT-00104,440.27,Uber,Transportation,2026-03-04T14:34:00,mobile,Chicago,False,0.098,
TXN-000402,ACCT-00015,30.03,CVS Pharmacy,Pharmacy,2026-03-04T17:21:00,branch,Houston,False,0.214,
TXN-000403,ACCT-00102,342.18,Walmart,Retail,2026-03-05T00:41:00,web,Seattle,False,0.088,
TXN-000404,ACCT-00122,175.4,Target,Retail,2026-03-04T17:43:00,branch,Los Angeles,True,0.032,cross_channel
TXN-000405,ACCT-00147,429.27,Shell Gas,Gas Station,2026-03-04T17:11:00,web,Houston,False,0.236,
TXN-000406,ACCT-00200,239.68,Amazon,Online Retail,2026-03-05T04:31:00,web,Chicago,False,0.108,
TXN-000407,ACCT-00156,357.81,Starbucks,Food & Drink,2026-03-04T20:51:00,branch,Denver,False,0.212,
TXN-000408,ACCT-00056,413.03,Uber,Transportation,2026-03-04T11:29:00,atm,Dallas,True,0.45,cross_channel
TXN-000409,ACCT-00096,306.48,Netflix,Digital Services,2026-03-05T00:26:00,branch,Los Angeles,False,0.445,
TXN-000410,ACCT-00164,134.27,Starbucks,Food & Drink,2026-03-04T13:07:00,branch,Houston,False,0.116,
TXN-000411,ACCT-00015,205.03,Netflix,Digital Services,2026-03-04T08:52:00,branch,Chicago,False,0.449,
TXN-000412,ACCT-00067,197.2,Home Depot,Home Improvement,2026-03-05T03:31:00,mobile,Dallas,False,0.161,
TXN-000413,ACCT-00183,320.97,Uber,Transportation,2026-03-05T01:18:00,atm,Seattle,False,0.085,
TXN-000414,ACCT-00169,150.42,Best Buy,Electronics,2026-03-04T16:49:00,atm,Chicago,False,0.256,
TXN-000415,ACCT-00047,328.95,Target,Retail,2026-03-04T15:37:00,web,Seattle,False,0.145,
TXN-000416,ACCT-00085,150.56,Netflix,Digital Services,2026-03-04T09:49:00,mobile,Atlanta,False,0.267,
TXN-000417,ACCT-00159,26022.91,ATM Withdrawal - Foreign,ATM,2026-03-04T18:11:00,atm,Boston,True,0.82,cross_channel
TXN-000418,ACCT-00039,174.62,Shell Gas,Gas Station,2026-03-04T18:47:00,atm,Chicago,False,0.089,
TXN-000419,ACCT-00021,160.14,Best Buy,Electronics,2026-03-04T23:25:00,mobile,New York,False,0.345,
TXN-000420,ACCT-00044,247.34,Best Buy,Electronics,2026-03-05T04:58:00,mobile,Chicago,False,0.199,
TXN-000421,ACCT-00110,7.31,Home Depot,Home Improvement,2026-03-04T08:28:00,web,Seattle,False,0.343,
TXN-000422,ACCT-00136,315.21,Amazon,Online Retail,2026-03-05T07:40:00,web,Houston,False,0.147,
TXN-000423,ACCT-00027,156.53,Netflix,Digital Services,2026-03-04T18:10:00,mobile,New York,False,0.211,
TXN-000424,ACCT-00134,219.66,Target,Retail,2026-03-05T00:43:00,web,Seattle,False,0.093,
TXN-000425,ACCT-00104,36904.1,ATM Withdrawal - Foreign,ATM,2026-03-04T08:44:00,web,Houston,True,0.871,geo_anomaly
TXN-000426,ACCT-00032,190.72,Amazon,Online Retail,2026-03-05T05:16:00,branch,Boston,True,0.448,new_merchant
TXN-000427,ACCT-00028,28.88,Amazon,Online Retail,2026-03-04T23:09:00,mobile,Denver,False,0.251,
TXN-000428,ACCT-00122,349.12,Shell Gas,Gas Station,2026-03-04T22:21:00,mobile,Miami,False,0.301,
TXN-000429,ACCT-00070,212.32,Best Buy,Electronics,2026-03-05T05:05:00,mobile,Boston,False,0.06,
TXN-000430,ACCT-00028,103.88,Netflix,Digital Services,2026-03-04T14:53:00,branch,Boston,False,0.19,
TXN-000431,ACCT-00042,45697.12,High-End Electronics Ltd,Electronics,2026-03-04T16:00:00,atm,Seattle,True,0.701,new_merchant
TXN-000432,ACCT-00023,336.17,Netflix,Digital Services,2026-03-05T01:27:00,web,Los Angeles,False,0.328,
TXN-000433,ACCT-00066,494.39,CVS Pharmacy,Pharmacy,2026-03-04T23:50:00,branch,Miami,False,0.368,
TXN-000434,ACCT-00011,401.79,Target,Retail,2026-03-04T11:57:00,branch,Denver,False,0.344,
TXN-000435,ACCT-00012,33841.04,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T20:12:00,web,Seattle,True,0.959,mfa_change
TXN-000436,ACCT-00069,189.45,Walmart,Retail,2026-03-04T11:53:00,branch,Chicago,False,0.433,
TXN-000437,ACCT-00070,400.95,CVS Pharmacy,Pharmacy,2026-03-04T12:31:00,web,Los Angeles,False,0.036,
TXN-000438,ACCT-00041,40508.71,High-End Electronics Ltd,Electronics,2026-03-05T04:51:00,atm,Chicago,True,0.81,amount_threshold
TXN-000439,ACCT-00157,25187.82,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T22:02:00,atm,Los Angeles,True,0.828,velocity_spike
TXN-000440,ACCT-00067,353.76,Amazon,Online Retail,2026-03-05T01:43:00,web,Seattle,False,0.318,
TXN-000441,ACCT-00025,243.56,Shell Gas,Gas Station,2026-03-05T03:03:00,atm,Chicago,False,0.28,
TXN-000442,ACCT-00003,255.26,Best Buy,Electronics,2026-03-04T13:38:00,atm,Atlanta,False,0.226,
TXN-000443,ACCT-00062,29.92,Starbucks,Food & Drink,2026-03-05T05:57:00,web,Boston,False,0.37,
